Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
Curacao,Netherlands,12.1696,-68.99,8/27/2020,55,1,35
Sint Maarten,Netherlands,18.0425,-63.0548,8/27/2020,444,17,179
,Netherlands,52.1326,5.2913,8/27/2020,68624,6218,0
,New Zealand,-40.9006,174.886,8/27/2020,1714,22,1561
,Nicaragua,12.865416,-85.207229,8/27/2020,4494,137,2913
,Niger,17.607789,8.081666,8/27/2020,1173,69,1084
,Nigeria,9.082,8.6753,8/27/2020,53317,1011,40726
,North Macedonia,41.6086,21.7453,8/27/2020,14004,585,10722
,Norway,60.472,8.4689,8/27/2020,10542,264,9348
,Oman,21.512583,55.923255,8/27/2020,85005,650,79608
,Pakistan,30.3753,69.3451,8/27/2020,294638,6274,279561
,Panama,8.538,-80.7821,8/27/2020,89982,1948,63996
,Papua New Guinea,-6.314993,143.95555,8/27/2020,424,4,232
,Paraguay,-23.4425,-58.4438,8/27/2020,15290,265,8348
,Peru,-9.19,-75.0152,8/27/2020,613378,28124,421877
,Philippines,12.879721,121.774017,8/27/2020,205581,3234,133990
,Poland,51.9194,19.1451,8/27/2020,64689,2010,44097
,Portugal,39.3999,-8.2245,8/27/2020,56673,1809,41357
,Qatar,25.3548,51.1839,8/27/2020,117988,195,114797
,Romania,45.9432,24.9668,8/27/2020,83150,3459,36677
,Russia,61.52401,105.318756,8/27/2020,972972,16758,790629
,Rwanda,-1.9403,29.8739,8/27/2020,3672,15,1863
,Saint Kitts and Nevis,17.357822,-62.782998,8/27/2020,17,0,17
,Saint Lucia,13.9094,-60.9789,8/27/2020,26,0,25
,Saint Vincent and the Grenadines,12.9843,-61.2872,8/27/2020,60,0,57
,San Marino,43.9424,12.4578,8/27/2020,710,42,658
,Sao Tome and Principe,0.1864,6.6131,8/27/2020,894,15,846
,Saudi Arabia,23.885942,45.079162,8/27/2020,311855,3785,286255
,Senegal,14.4974,-14.4524,8/27/2020,13294,277,8974
,Serbia,44.0165,21.0059,8/27/2020,31099,707,0
,Seychelles,-4.6796,55.492,8/27/2020,136,0,127
,Sierra Leone,8.460555,-11.779889,8/27/2020,2013,70,1581
,Singapore,1.2833,103.8333,8/27/2020,56572,27,55139
,Slovakia,48.669,19.699,8/27/2020,3626,33,2206
,Slovenia,46.1512,14.9955,8/27/2020,2755,133,2199
,Somalia,5.152149,46.199616,8/27/2020,3275,95,2443
,South Africa,-30.5595,22.9375,8/27/2020,618286,13628,531338
,South Sudan,6.877,31.307,8/27/2020,2514,47,1290
,Spain,40.463667,-3.74922,8/27/2020,429507,28996,150376
,Sri Lanka,7.873054,80.771797,8/27/2020,2986,12,2830
,Sudan,12.8628,30.2176,8/27/2020,13045,823,6594
,Suriname,3.9193,-56.0278,8/27/2020,3793,66,2893
,Sweden,60.128161,18.643501,8/27/2020,83958,5820,0
,Switzerland,46.8182,8.2275,8/27/2020,41006,2003,34800
,Taiwan*,23.7,121,8/27/2020,487,7,462
,Tajikistan,38.861,71.2761,8/27/2020,8449,68,7246
,Tanzania,-6.369028,34.888822,8/27/2020,509,21,183
,Thailand,15.870032,100.992541,8/27/2020,3410,58,3237
,Togo,8.6195,0.8248,8/27/2020,1326,27,946
,Trinidad and Tobago,10.6918,-61.2225,8/27/2020,1429,15,192
,Tunisia,33.886917,9.537499,8/27/2020,3323,73,1504
,Turkey,38.9637,35.2433,8/27/2020,263998,6209,240792
,US,40,-100,8/27/2020,5867785,180785,2101326
,Uganda,1.373333,32.290275,8/27/2020,2679,28,1268
,Ukraine,48.3794,31.1656,8/27/2020,114663,2449,56149
,United Arab Emirates,23.424076,53.847818,8/27/2020,68511,378,59472
Anguilla,United Kingdom,18.2206,-63.0686,8/27/2020,3,0,3
Bermuda,United Kingdom,32.3078,-64.7505,8/27/2020,168,9,151
British Virgin Islands,United Kingdom,18.4207,-64.64,8/27/2020,26,1,8
Cayman Islands,United Kingdom,19.3133,-81.2546,8/27/2020,205,1,202
Channel Islands,United Kingdom,49.3723,-2.3644,8/27/2020,623,48,545
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,8/27/2020,13,0,13
Gibraltar,United Kingdom,36.1408,-5.3536,8/27/2020,272,0,216
Isle of Man,United Kingdom,54.2361,-4.5481,8/27/2020,336,24,312
Montserrat,United Kingdom,16.742498,-62.187366,8/27/2020,13,1,12
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,8/27/2020,482,3,102
,United Kingdom,55.3781,-3.436,8/27/2020,330368,41477,0
,Uruguay,-32.5228,-55.7658,8/27/2020,1551,43,1333
,Uzbekistan,41.377491,64.585262,8/27/2020,40447,298,37200
,Venezuela,6.4238,-66.5897,8/27/2020,42898,358,34147
,Vietnam,14.058324,108.277199,8/27/2020,1036,30,637
,West Bank and Gaza,31.9522,35.2332,8/27/2020,20677,141,14194
,Western Sahara,24.2155,-12.8858,8/27/2020,10,1,8
,Yemen,15.552727,48.516388,8/27/2020,1933,562,1098
,Zambia,-13.133897,27.849332,8/27/2020,11601,282,10840
,Zimbabwe,-19.015438,29.154857,8/27/2020,6292,189,5010
,Afghanistan,33.93911,67.709953,8/28/2020,38140,1402,29059
,Albania,41.1533,20.1683,8/28/2020,9195,271,4923
,Algeria,28.0339,1.6596,8/28/2020,43403,1483,30436
,Andorra,42.5063,1.5218,8/28/2020,1124,53,902
,Angola,-11.2027,17.8739,8/28/2020,2471,106,1028
,Antigua and Barbuda,17.0608,-61.7964,8/28/2020,94,3,89
,Argentina,-38.4161,-63.6167,8/28/2020,392009,8271,280165
,Armenia,40.0691,45.0382,8/28/2020,43451,869,37264
Australian Capital Territory,Australia,-35.4735,149.0124,8/28/2020,113,3,110
New South Wales,Australia,-33.8688,151.2093,8/28/2020,4033,52,2994
Northern Territory,Australia,-12.4634,130.8456,8/28/2020,33,0,31
Queensland,Australia,-27.4698,153.0251,8/28/2020,1117,6,1084
South Australia,Australia,-34.9285,138.6007,8/28/2020,463,4,458
Tasmania,Australia,-42.8821,147.3272,8/28/2020,230,13,216
Victoria,Australia,-37.8136,144.9631,8/28/2020,18903,513,15101
Western Australia,Australia,-31.9505,115.8605,8/28/2020,655,9,637
,Austria,47.5162,14.5501,8/28/2020,26590,733,22594
,Azerbaijan,40.1431,47.5769,8/28/2020,35986,527,33461
,Bahamas,25.025885,-78.035889,8/28/2020,2057,50,755
,Bahrain,26.0275,50.55,8/28/2020,51113,189,47760
,Bangladesh,23.685,90.3563,8/28/2020,306794,4174,196836
,Barbados,13.1939,-59.5432,8/28/2020,166,7,141
,Belarus,53.7098,27.9534,8/28/2020,71346,667,69887
,Belgium,50.8333,4.469936,8/28/2020,83952,9886,18360
,Belize,17.1899,-88.4976,8/28/2020,870,12,93
,Benin,9.3077,2.3158,8/28/2020,2145,40,1738
,Bhutan,27.5142,90.4336,8/28/2020,195,0,120
,Bolivia,-16.2902,-63.5887,8/28/2020,114409,4846,54914
,Bosnia and Herzegovina,43.9159,17.6791,8/28/2020,19214,591,12733
,Botswana,-22.3285,24.6849,8/28/2020,1562,3,199
,Brazil,-14.235,-51.9253,8/28/2020,3804803,119504,3158783
,Brunei,4.5353,114.7277,8/28/2020,144,3,139
,Bulgaria,42.7339,25.4858,8/28/2020,16065,603,11231
,Burkina Faso,12.2383,-1.5616,8/28/2020,1352,55,1058
,Burma,21.9162,95.956,8/28/2020,643,6,349
,Burundi,-3.3731,29.9189,8/28/2020,433,1,345
,Cabo Verde,16.5388,-23.0418,8/28/2020,3745,38,2807
,Cambodia,11.55,104.9167,8/28/2020,273,0,265
,Cameroon,3.848,11.5021,8/28/2020,19142,411,17651
,Central African Republic,6.6111,20.9394,8/28/2020,4700,61,1784
,Chad,15.4542,18.7322,8/28/2020,1008,77,878
,Chile,-35.6751,-71.543,8/28/2020,405972,11132,379452
Anhui,China,31.8257,117.2264,8/28/2020,991,6,985
Beijing,China,40.1824,116.4142,8/28/2020,935,9,926
Chongqing,China,30.0572,107.874,8/28/2020,583,6,577
Fujian,China,26.0789,117.9874,8/28/2020,378,1,366
Gansu,China,35.7518,104.2861,8/28/2020,169,2,167
Guangdong,China,23.3417,113.4244,8/28/2020,1737,8,1716
Guangxi,China,23.8298,108.7881,8/28/2020,255,2,253
Guizhou,China,26.8154,106.8748,8/28/2020,147,2,145
Hainan,China,19.1959,109.7453,8/28/2020,171,6,165
Heilongjiang,China,47.862,127.7615,8/28/2020,948,13,934
Hong Kong,China,22.3,114.2,8/28/2020,4768,84,4249
Hubei,China,30.9756,112.2707,8/28/2020,68139,4512,63626
Hunan,China,27.6104,111.7088,8/28/2020,1019,4,1015
Inner Mongolia,China,44.0935,113.9448,8/28/2020,260,1,257
Jiangsu,China,32.9711,119.455,8/28/2020,665,0,657
Jiangxi,China,27.614,115.7221,8/28/2020,935,1,934
Jilin,China,43.6661,126.1923,8/28/2020,157,2,155
Liaoning,China,41.2956,122.6085,8/28/2020,262,2,258
Macau,China,22.1667,113.55,8/28/2020,46,0,46
Ningxia,China,37.2692,106.1655,8/28/2020,75,0,75
Qinghai,China,35.7452,95.9956,8/28/2020,18,0,18
Shaanxi,China,35.1917,108.8701,8/28/2020,364,3,353
Shandong,China,36.3427,118.1498,8/28/2020,831,7,806
Shanghai,China,31.202,121.4491,8/28/2020,894,7,826
Shanxi,China,37.5777,112.2922,8/28/2020,202,0,201
Sichuan,China,30.6171,102.7103,8/28/2020,650,3,622
Tianjin,China,39.3054,117.323,8/28/2020,220,3,205
Tibet,China,31.6927,88.0924,8/28/2020,1,0,1
Xinjiang,China,41.1129,85.2401,8/28/2020,902,3,825
Yunnan,China,24.974,101.487,8/28/2020,199,2,191
Zhejiang,China,29.1832,120.0934,8/28/2020,1277,1,1268
,Colombia,4.5709,-74.2973,8/28/2020,590492,18766,429608
,Comoros,-11.6455,43.3333,8/28/2020,422,7,399
,Congo (Brazzaville),-0.228,15.8277,8/28/2020,3979,78,1742
,Congo (Kinshasa),-4.0383,21.7587,8/28/2020,9994,255,9035
,Costa Rica,9.7489,-83.7534,8/28/2020,38485,407,14664
,Cote d'Ivoire,7.54,-5.5471,8/28/2020,17797,115,16315
,Croatia,45.1,15.2,8/28/2020,9549,180,6809
,Cuba,21.521757,-77.781167,8/28/2020,3866,92,3222
,Cyprus,35.1264,33.4299,8/28/2020,1481,20,935
,Czechia,49.8175,15.473,8/28/2020,23777,419,17497
Faroe Islands,Denmark,61.8926,-6.9118,8/28/2020,411,0,361
Greenland,Denmark,71.7069,-42.6043,8/28/2020,14,0,14
,Denmark,56.2639,9.5018,8/28/2020,16700,624,14877
,Diamond Princess,0,0,8/28/2020,712,13,651
,Djibouti,11.8251,42.5903,8/28/2020,5383,60,5307
,Dominica,15.415,-61.371,8/28/2020,20,0,18
,Dominican Republic,18.7357,-70.1627,8/28/2020,93390,1648,65285
,Ecuador,-1.8312,-78.1834,8/28/2020,112141,6504,95311
,Egypt,26.820553,30.802498,8/28/2020,98285,5362,70419
,El Salvador,13.7942,-88.8965,8/28/2020,25415,702,13570
,Equatorial Guinea,1.6508,10.2679,8/28/2020,4941,83,3884
,Eritrea,15.1794,39.7823,8/28/2020,317,0,284
,Estonia,58.5953,25.0136,8/28/2020,2343,64,2076
,Eswatini,-26.5225,31.4659,8/28/2020,4461,91,3210
,Ethiopia,9.145,40.4897,8/28/2020,48140,758,17415
,Fiji,-17.7134,178.065,8/28/2020,28,2,23
,Finland,61.92411,25.748151,8/28/2020,8042,335,7200
French Guiana,France,3.9339,-53.1258,8/28/2020,9022,58,8586
French Polynesia,France,-17.6797,149.4068,8/28/2020,482,0,202
Guadeloupe,France,16.265,-61.551,8/28/2020,1145,16,336
Martinique,France,14.6415,-61.0242,8/28/2020,596,16,98
Mayotte,France,-12.8275,45.166244,8/28/2020,3301,40,2964
New Caledonia,France,-20.904305,165.618042,8/28/2020,23,0,23
Reunion,France,-21.1151,55.5364,8/28/2020,1487,6,692
Saint Barthelemy,France,17.9,-62.8333,8/28/2020,18,0,13
Saint Pierre and Miquelon,France,46.8852,-56.3159,8/28/2020,5,0,1
St Martin,France,18.0708,-63.0501,8/28/2020,213,5,79
,France,46.2276,2.2137,8/28/2020,288655,30460,73501
,Gabon,-0.8037,11.6094,8/28/2020,8505,53,7187
,Gambia,13.4432,-15.3101,8/28/2020,2797,96,743
,Georgia,42.3154,43.3569,8/28/2020,1455,19,1196
,Germany,51.165691,10.451526,8/28/2020,242126,9290,214186
,Ghana,7.9465,-1.0232,8/28/2020,43949,270,42392
,Greece,39.0742,21.8243,8/28/2020,9800,259,1347
,Grenada,12.1165,-61.679,8/28/2020,24,0,24
,Guatemala,15.7835,-90.2308,8/28/2020,72921,2709,60534
,Guinea,9.9456,-9.6966,8/28/2020,9251,59,8282
,Guinea-Bissau,11.8037,-15.1804,8/28/2020,2205,34,1127
,Guyana,4.860416,-58.93018,8/28/2020,1180,35,633
,Haiti,18.9712,-72.2852,8/28/2020,8161,201,5743
,Holy See,41.9029,12.4534,8/28/2020,12,0,12
,Honduras,15.2,-86.2419,8/28/2020,58810,1827,10076
,Hungary,47.1625,19.5033,8/28/2020,5511,614,3759
,Iceland,64.9631,-19.0208,8/28/2020,2092,10,1964
,India,20.593684,78.96288,8/28/2020,3463972,62550,2648998
,Indonesia,-0.7893,113.9213,8/28/2020,165887,7169,120900
,Iran,32.427908,53.688046,8/28/2020,369911,21249,318270
,Iraq,33.223191,43.679291,8/28/2020,223612,6814,164874
,Ireland,53.1424,-7.6921,8/28/2020,28578,1777,23364
,Israel,31.046051,34.851612,8/28/2020,112000,894,91051
,Italy,41.87194,12.56738,8/28/2020,265409,35472,206902
,Jamaica,18.1096,-77.2975,8/28/2020,2011,19,888
,Japan,36.204824,138.252924,8/28/2020,66499,1251,53691
,Jordan,31.24,36.51,8/28/2020,1869,15,1367
,Kazakhstan,48.0196,66.9237,8/28/2020,105558,1523,95888
,Kenya,-0.0236,37.9062,8/28/2020,33630,567,19434
,"Korea, South",35.907757,127.766922,8/28/2020,19400,321,14765
,Kosovo,42.602636,20.902977,8/28/2020,12683,488,8788
,Kuwait,29.31166,47.481766,8/28/2020,83578,525,75320
,Kyrgyzstan,41.20438,74.766098,8/28/2020,43587,1057,37726
,Laos,19.85627,102.495496,8/28/2020,22,0,21
,Latvia,56.8796,24.6032,8/28/2020,1375,34,1163
,Lebanon,33.8547,35.8623,8/28/2020,15613,148,4260
,Lesotho,-29.61,28.2336,8/28/2020,1051,31,526
,Liberia,6.428055,-9.429499,8/28/2020,1298,82,832
,Libya,26.3351,17.228331,8/28/2020,12629,226,1310
,Liechtenstein,47.14,9.55,8/28/2020,106,1,96
,Lithuania,55.1694,23.8813,8/28/2020,2810,86,1816
,Luxembourg,49.8153,6.1296,8/28/2020,6580,124,5909
,MS Zaandam,0,0,8/28/2020,9,2,0
,Madagascar,-18.766947,46.869107,8/28/2020,14696,187,13709
,Malawi,-13.2543,34.3015,8/28/2020,5523,174,3143
,Malaysia,4.210484,101.975766,8/28/2020,9306,125,9030
,Maldives,3.2028,73.2207,8/28/2020,7469,28,4873
,Mali,17.570692,-3.996166,8/28/2020,2736,126,2055
,Malta,35.9375,14.3754,8/28/2020,1820,10,1186
,Mauritania,21.0079,-10.9408,8/28/2020,7012,158,6407
,Mauritius,-20.348404,57.552152,8/28/2020,355,10,335
,Mexico,23.6345,-102.5528,8/28/2020,585738,63146,479770
,Moldova,47.4116,28.3699,8/28/2020,35904,981,24156
,Monaco,43.7333,7.4167,8/28/2020,154,4,116
,Mongolia,46.8625,103.8467,8/28/2020,301,0,291
,Montenegro,42.708678,19.37439,8/28/2020,4663,92,3731
,Morocco,31.7917,-7.0926,8/28/2020,58489,1052,43049
,Namibia,-22.9576,18.4904,8/28/2020,6906,65,2789
,Nepal,28.1667,84.25,8/28/2020,36456,195,20242
Aruba,Netherlands,12.5211,-69.9683,8/28/2020,1906,9,743
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,8/28/2020,14,0,7
Curacao,Netherlands,12.1696,-68.99,8/28/2020,62,1,35
Sint Maarten,Netherlands,18.0425,-63.0548,8/28/2020,444,17,179
,Netherlands,52.1326,5.2913,8/28/2020,69131,6220,0
,New Zealand,-40.9006,174.886,8/28/2020,1727,22,1568
,Nicaragua,12.865416,-85.207229,8/28/2020,4494,137,2913
,Niger,17.607789,8.081666,8/28/2020,1175,69,1085
,Nigeria,9.082,8.6753,8/28/2020,53477,1011,41017
,North Macedonia,41.6086,21.7453,8/28/2020,14163,590,10933
,Norway,60.472,8.4689,8/28/2020,10582,264,9348
,Oman,21.512583,55.923255,8/28/2020,85005,650,79608
,Pakistan,30.3753,69.3451,8/28/2020,295053,6283,279937
,Panama,8.538,-80.7821,8/28/2020,90624,1966,64602
,Papua New Guinea,-6.314993,143.95555,8/28/2020,453,5,232
,Paraguay,-23.4425,-58.4438,8/28/2020,15873,280,8595
,Peru,-9.19,-75.0152,8/28/2020,621997,28277,429662
,Philippines,12.879721,121.774017,8/28/2020,209544,3325,134474
,Poland,51.9194,19.1451,8/28/2020,65480,2018,44785
,Portugal,39.3999,-8.2245,8/28/2020,57074,1815,41556
,Qatar,25.3548,51.1839,8/28/2020,118196,196,115017
,Romania,45.9432,24.9668,8/28/2020,84468,3507,37056
,Russia,61.52401,105.318756,8/28/2020,977730,16866,796498
,Rwanda,-1.9403,29.8739,8/28/2020,3742,16,1866
,Saint Kitts and Nevis,17.357822,-62.782998,8/28/2020,17,0,17
,Saint Lucia,13.9094,-60.9789,8/28/2020,26,0,25
,Saint Vincent and the Grenadines,12.9843,-61.2872,8/28/2020,60,0,57
,San Marino,43.9424,12.4578,8/28/2020,710,42,658
,Sao Tome and Principe,0.1864,6.6131,8/28/2020,895,15,848
,Saudi Arabia,23.885942,45.079162,8/28/2020,312924,3813,287403
,Senegal,14.4974,-14.4524,8/28/2020,13384,279,9091
,Serbia,44.0165,21.0059,8/28/2020,31207,709,0
,Seychelles,-4.6796,55.492,8/28/2020,136,0,127
,Sierra Leone,8.460555,-11.779889,8/28/2020,2013,70,1581
,Singapore,1.2833,103.8333,8/28/2020,56666,27,55337
,Slovakia,48.669,19.699,8/28/2020,3728,33,2225
,Slovenia,46.1512,14.9955,8/28/2020,2797,133,2236
,Somalia,5.152149,46.199616,8/28/2020,3275,95,2443
,South Africa,-30.5595,22.9375,8/28/2020,620132,13743,533935
,South Sudan,6.877,31.307,8/28/2020,2518,47,1290
,Spain,40.463667,-3.74922,8/28/2020,439286,29011,150376
,Sri Lanka,7.873054,80.771797,8/28/2020,2989,12,2842
,Sudan,12.8628,30.2176,8/28/2020,13082,823,6603
,Suriname,3.9193,-56.0278,8/28/2020,3848,66,2971
,Sweden,60.128161,18.643501,8/28/2020,83958,5821,0
,Switzerland,46.8182,8.2275,8/28/2020,41346,2004,34800
,Taiwan*,23.7,121,8/28/2020,487,7,462
,Tajikistan,38.861,71.2761,8/28/2020,8481,68,7276
,Tanzania,-6.369028,34.888822,8/28/2020,509,21,183
,Thailand,15.870032,100.992541,8/28/2020,3411,58,3242
,Togo,8.6195,0.8248,8/28/2020,1365,27,981
,Trinidad and Tobago,10.6918,-61.2225,8/28/2020,1554,19,628
,Tunisia,33.886917,9.537499,8/28/2020,3461,74,1522
,Turkey,38.9637,35.2433,8/28/2020,265515,6245,241809
,US,40,-100,8/28/2020,5913941,181756,2118367
,Uganda,1.373333,32.290275,8/28/2020,2756,28,1288
,Ukraine,48.3794,31.1656,8/28/2020,117172,2499,57051
,United Arab Emirates,23.424076,53.847818,8/28/2020,68901,379,59861
Anguilla,United Kingdom,18.2206,-63.0686,8/28/2020,3,0,3
Bermuda,United Kingdom,32.3078,-64.7505,8/28/2020,168,9,151
British Virgin Islands,United Kingdom,18.4207,-64.64,8/28/2020,35,1,8
Cayman Islands,United Kingdom,19.3133,-81.2546,8/28/2020,205,1,202
Channel Islands,United Kingdom,49.3723,-2.3644,8/28/2020,625,48,545
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,8/28/2020,13,0,13
Gibraltar,United Kingdom,36.1408,-5.3536,8/28/2020,274,0,221
Isle of Man,United Kingdom,54.2361,-4.5481,8/28/2020,336,24,312
Montserrat,United Kingdom,16.742498,-62.187366,8/28/2020,13,1,12
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,8/28/2020,490,3,148
,United Kingdom,55.3781,-3.436,8/28/2020,331644,41486,0
,Uruguay,-32.5228,-55.7658,8/28/2020,1556,43,1352
,Uzbekistan,41.377491,64.585262,8/28/2020,40720,302,37873
,Venezuela,6.4238,-66.5897,8/28/2020,43879,366,34972
,Vietnam,14.058324,108.277199,8/28/2020,1038,30,663
,West Bank and Gaza,31.9522,35.2332,8/28/2020,21251,145,14291
,Western Sahara,24.2155,-12.8858,8/28/2020,10,1,8
,Yemen,15.552727,48.516388,8/28/2020,1943,563,1107
,Zambia,-13.133897,27.849332,8/28/2020,11779,283,10945
,Zimbabwe,-19.015438,29.154857,8/28/2020,6388,195,5043
,Afghanistan,33.93911,67.709953,8/29/2020,38143,1402,29063
,Albania,41.1533,20.1683,8/29/2020,9279,275,5020
,Algeria,28.0339,1.6596,8/29/2020,43781,1491,30717
,Andorra,42.5063,1.5218,8/29/2020,1124,53,902
,Angola,-11.2027,17.8739,8/29/2020,2551,107,1041
,Antigua and Barbuda,17.0608,-61.7964,8/29/2020,94,3,89
,Argentina,-38.4161,-63.6167,8/29/2020,401239,8353,287220
,Armenia,40.0691,45.0382,8/29/2020,43626,872,37563
Australian Capital Territory,Australia,-35.4735,149.0124,8/29/2020,113,3,110
New South Wales,Australia,-33.8688,151.2093,8/29/2020,4040,52,2994
Northern Territory,Australia,-12.4634,130.8456,8/29/2020,33,0,31
Queensland,Australia,-27.4698,153.0251,8/29/2020,1121,6,1084
South Australia,Australia,-34.9285,138.6007,8/29/2020,463,4,458
Tasmania,Australia,-42.8821,147.3272,8/29/2020,230,13,216
Victoria,Australia,-37.8136,144.9631,8/29/2020,19015,524,15324
Western Australia,Australia,-31.9505,115.8605,8/29/2020,655,9,641
,Austria,47.5162,14.5501,8/29/2020,26985,733,22866
,Azerbaijan,40.1431,47.5769,8/29/2020,36174,529,33576
,Bahamas,25.025885,-78.035889,8/29/2020,2135,50,782
,Bahrain,26.0275,50.55,8/29/2020,51391,189,48275
,Bangladesh,23.685,90.3563,8/29/2020,308925,4206,198863
,Barbados,13.1939,-59.5432,8/29/2020,170,7,141
,Belarus,53.7098,27.9534,8/29/2020,71523,671,70207
,Belgium,50.8333,4.469936,8/29/2020,84599,9891,18403
,Belize,17.1899,-88.4976,8/29/2020,964,13,115
,Benin,9.3077,2.3158,8/29/2020,2145,40,1738
,Bhutan,27.5142,90.4336,8/29/2020,195,0,135
,Bolivia,-16.2902,-63.5887,8/29/2020,115354,4938,56749
,Bosnia and Herzegovina,43.9159,17.6791,8/29/2020,19550,594,12858
,Botswana,-22.3285,24.6849,8/29/2020,1562,3,199
,Brazil,-14.235,-51.9253,8/29/2020,3846153,120262,3202185
,Brunei,4.5353,114.7277,8/29/2020,144,3,139
,Bulgaria,42.7339,25.4858,8/29/2020,16164,605,11253
,Burkina Faso,12.2383,-1.5616,8/29/2020,1352,55,1058
,Burma,21.9162,95.956,8/29/2020,749,6,351
,Burundi,-3.3731,29.9189,8/29/2020,445,1,357
,Cabo Verde,16.5388,-23.0418,8/29/2020,3778,39,2855
,Cambodia,11.55,104.9167,8/29/2020,273,0,265
,Cameroon,3.848,11.5021,8/29/2020,19142,411,17651
,Central African Republic,6.6111,20.9394,8/29/2020,4700,61,1784
,Chad,15.4542,18.7322,8/29/2020,1008,77,878
,Chile,-35.6751,-71.543,8/29/2020,408009,11181,381183
Anhui,China,31.8257,117.2264,8/29/2020,991,6,985
Beijing,China,40.1824,116.4142,8/29/2020,935,9,926
Chongqing,China,30.0572,107.874,8/29/2020,583,6,577
Fujian,China,26.0789,117.9874,8/29/2020,380,1,366
Gansu,China,35.7518,104.2861,8/29/2020,169,2,167
Guangdong,China,23.3417,113.4244,8/29/2020,1738,8,1718
Guangxi,China,23.8298,108.7881,8/29/2020,255,2,253
Guizhou,China,26.8154,106.8748,8/29/2020,147,2,145
Hainan,China,19.1959,109.7453,8/29/2020,171,6,165
Heilongjiang,China,47.862,127.7615,8/29/2020,948,13,934
Hong Kong,China,22.3,114.2,8/29/2020,4786,87,4287
Hubei,China,30.9756,112.2707,8/29/2020,68139,4512,63626
Hunan,China,27.6104,111.7088,8/29/2020,1019,4,1015
Inner Mongolia,China,44.0935,113.9448,8/29/2020,260,1,257
Jiangsu,China,32.9711,119.455,8/29/2020,665,0,657
Jiangxi,China,27.614,115.7221,8/29/2020,935,1,934
Jilin,China,43.6661,126.1923,8/29/2020,157,2,155
Liaoning,China,41.2956,122.6085,8/29/2020,262,2,259
Macau,China,22.1667,113.55,8/29/2020,46,0,46
Ningxia,China,37.2692,106.1655,8/29/2020,75,0,75
Qinghai,China,35.7452,95.9956,8/29/2020,18,0,18
Shaanxi,China,35.1917,108.8701,8/29/2020,364,3,353
Shandong,China,36.3427,118.1498,8/29/2020,831,7,807
Shanghai,China,31.202,121.4491,8/29/2020,897,7,829
Shanxi,China,37.5777,112.2922,8/29/2020,202,0,201
Sichuan,China,30.6171,102.7103,8/29/2020,652,3,622
Tianjin,China,39.3054,117.323,8/29/2020,221,3,213
Tibet,China,31.6927,88.0924,8/29/2020,1,0,1
Xinjiang,China,41.1129,85.2401,8/29/2020,902,3,837
Yunnan,China,24.974,101.487,8/29/2020,199,2,191
Zhejiang,China,29.1832,120.0934,8/29/2020,1277,1,1268
,Colombia,4.5709,-74.2973,8/29/2020,599884,19063,440562
,Comoros,-11.6455,43.3333,8/29/2020,423,7,399
,Congo (Brazzaville),-0.228,15.8277,8/29/2020,3979,78,1742
,Congo (Kinshasa),-4.0383,21.7587,8/29/2020,10007,258,9068
,Costa Rica,9.7489,-83.7534,8/29/2020,39699,418,15737
,Cote d'Ivoire,7.54,-5.5471,8/29/2020,17893,115,16440
,Croatia,45.1,15.2,8/29/2020,9861,183,7024
,Cuba,21.521757,-77.781167,8/29/2020,3925,94,3273
,Cyprus,35.1264,33.4299,8/29/2020,1483,20,935
,Czechia,49.8175,15.473,8/29/2020,24094,421,17541
Faroe Islands,Denmark,61.8926,-6.9118,8/29/2020,411,0,362
Greenland,Denmark,71.7069,-42.6043,8/29/2020,14,0,14
,Denmark,56.2639,9.5018,8/29/2020,16779,624,14989
,Diamond Princess,0,0,8/29/2020,712,13,651
,Djibouti,11.8251,42.5903,8/29/2020,5385,60,5314
,Dominica,15.415,-61.371,8/29/2020,20,0,18
,Dominican Republic,18.7357,-70.1627,8/29/2020,93732,1673,66320
,Ecuador,-1.8312,-78.1834,8/29/2020,112906,6537,95429
,Egypt,26.820553,30.802498,8/29/2020,98497,5376,71302
,El Salvador,13.7942,-88.8965,8/29/2020,25537,708,13799
,Equatorial Guinea,1.6508,10.2679,8/29/2020,4941,83,3884
,Eritrea,15.1794,39.7823,8/29/2020,318,0,284
,Estonia,58.5953,25.0136,8/29/2020,2363,64,2086
,Eswatini,-26.5225,31.4659,8/29/2020,4510,91,3359
,Ethiopia,9.145,40.4897,8/29/2020,49654,770,18116
,Fiji,-17.7134,178.065,8/29/2020,28,2,23
,Finland,61.92411,25.748151,8/29/2020,8049,335,7200
French Guiana,France,3.9339,-53.1258,8/29/2020,9076,58,8620
French Polynesia,France,-17.6797,149.4068,8/29/2020,482,0,202
Guadeloupe,France,16.265,-61.551,8/29/2020,1145,16,336
Martinique,France,14.6415,-61.0242,8/29/2020,596,16,98
Mayotte,France,-12.8275,45.166244,8/29/2020,3301,40,2964
New Caledonia,France,-20.904305,165.618042,8/29/2020,23,0,23
Reunion,France,-21.1151,55.5364,8/29/2020,1557,6,880
